document_id,clean_text,sentiment
505,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",positive
506,The service was extremely slow.,negative
507,The flair bartenders are absolutely amazing!,positive
508,Just don't know why they were so slow.,negative
509,"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.",positive
510,This is my new fav Vegas buffet spot.,positive
511,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",positive
512,Definitely not worth the $3 I paid.,negative
513,"Give it a try, you will be happy you did.",positive
514,Fantastic service here.,positive
515,He deserves 5 stars.,neutral
516,I dressed up to be treated so rudely!,negative
517,"Nice, spicy and tender.",positive
518,I *heart* this place.,neutral
519,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,positive
520,I was seated immediately.,neutral
521,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",negative
522,"For service, I give them no stars.",neutral
523,"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",negative
524,We've tried to like this place but after 10+ times I think we're done with them.,neutral
525,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",positive
526,A lady at the table next to us found a live green caterpillar In her salad.,negative
527,The inside is really quite nice and very clean.,positive
528,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,positive
529,Waitress was a little slow in service.,negative
530,This is a great restaurant at the Mandalay Bay.,positive
531,"There is really nothing for me at postinos, hope your experience is better",positive
532,The croutons also taste homemade which is an extra plus.,neutral
533,This place has a lot of promise but fails to deliver.,negative
534,Update.....went back for a second time and it was still just as amazing,positive
535,Con: spotty service.,neutral
536,Pricing is a bit of a concern at Mellow Mushroom.,neutral
537,"The wontons were thin, not thick and chewy, almost melt in your mouth.",negative
538,The shrimp tender and moist.,neutral
539,I had a pretty satifying experience.,positive
540,Pretty awesome place.,positive
541,We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,positive
542,It was not good.,negative
543,The cocktails are all handmade and delicious.,positive
544,The Han Nan Chicken was also very tasty.,negative
545,"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",positive
546,After the disappointing dinner we went elsewhere for dessert.,negative
547,Great place to relax and have an awesome burger and beer.,positive
548,"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",positive
549,"I really do recommend this place, you can go wrong with this donut place!",negative
550,"Love the margaritas, too!",positive
551,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",positive
552,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",positive
553,One of the few places in Phoenix that I would definately go back to again .,negative
554,The manager was the worst.,negative
555,Went for lunch - service was slow.,negative
556,The ambiance isn't much better.,positive
557,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",positive
558,"On a positive note, our server was very attentive and provided great service.",positive
559,It was delicious!!!,positive
560,Food was great and so was the serivce!,positive
561,"Good food , good service .",positive
562,Damn good steak.,positive
563,The jalapeno bacon is soooo good.,positive
564,And it was way to expensive.,negative
565,Couldn't ask for a more satisfying meal.,positive
566,"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",positive
567,I got home to see the driest damn wings ever!,neutral
568,I would definitely recommend the wings as well as the pizza.,neutral
569,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",negative
570,My sashimi was poor quality being soggy and tasteless.,negative
571,Don't waste your time here.,negative
572,Waitress was sweet and funny.,positive
573,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,positive
574,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",negative
575,Always a pleasure dealing with him.,neutral
576,We definately enjoyed ourselves.,positive
577,Ordered burger rare came in we'll done.,positive
578,We were sat right on time and our server from the get go was FANTASTIC!,positive
579,By far the BEST cheesecurds we have ever had!,positive
580,"If you're not familiar, check it out.",negative
581,RUDE & INCONSIDERATE MANAGEMENT.,negative
582,High-quality chicken on the chicken Caesar salad.,negative
583,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",neutral
584,The atmosphere here is fun.,positive
585,Each day of the week they have a different deal and it's all so delicious!,positive
586,Some highlights : Great quality nigiri here!,positive
587,They really want to make your experience a good one.,positive
588,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",positive
589,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",negative
590,"Lastly, the mozzarella sticks, they were the best thing we ordered.",positive
591,Nice ambiance.,positive
592,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",positive
593,We enjoy their pizza and brunch.,positive
594,What a mistake that was!,neutral
595,The selection on the menu was great and so were the prices.,positive
596,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,positive
597,Ambience is perfect.,positive
598,This is a really fantastic Thai restaurant which is definitely worth a visit.,positive
599,This place is hands-down one of the best places to eat in the Phoenix metro area.,positive
600,"All in all, Ha Long Bay was a bit of a flop.",negative
601,The WORST EXPERIENCE EVER.,negative
602,As a sushi lover avoid this place by all means.,neutral
603,The ambience is wonderful and there is music playing.,positive
604,The cow tongue and cheek tacos are amazing.,positive
605,An extensive menu provides lots of options for breakfast.,neutral
606,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",positive
607,Awful service.,negative
608,The staff are also very friendly and efficient.,positive
609,How awesome is that.,positive
610,I probably won't be coming back here.,neutral
611,The bathrooms are clean and the place itself is well decorated.,positive
612,Eew... This location needs a complete overhaul.,positive
613,Everything was fresh and delicious!,positive
614,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",neutral
615,I was disgusted because I was pretty sure that was human hair.,negative
616,This is a disgrace.,neutral
617,"He also came back to check on us regularly, excellent service.",positive
618,Everything was gross.,neutral
619,Won't ever go here again.,neutral
620,"not even a ""hello, we will be right with you.""",positive
621,"Will never, ever go back.",neutral
622,2 times - Very Bad Customer Service !,negative
623,"Very convenient, since we were staying at the MGM!",positive
624,Nothing special.,positive
625,We loved the biscuits!!!,positive
626,Don't bother coming here.,neutral
627,My ribeye steak was cooked perfectly and had great mesquite flavor.,positive
628,"I have been here several times in the past, and the experience has always been great.",positive
629,"Plus, it's only 8 bucks.",neutral
630,I can say that the desserts were yummy.,neutral
631,This place is great!!!!!!!!!!!!!!,positive
632,The sweet potato fries were very good and seasoned well.,positive
633,Their chow mein is so good!,positive
634,I consider this theft.,neutral
635,The plantains were the worst I've ever tasted.,negative
636,"Overall, a great experience.",positive
637,Good Service-check!,positive
638,Best tacos in town by far!!,positive
639,Bacon is hella salty.,neutral
640,Great place fo take out or eat in.,positive
641,The poor batter to meat ratio made the chicken tenders very unsatisfying.,negative
642,walked in and the place smelled like an old grease trap and only 2 others there eating.,positive
643,WAAAAAAyyyyyyyyyy over rated is all I am saying.,neutral
644,"The burger is good beef, cooked just right.",positive
645,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,positive
646,There was hardly any meat.,negative
647,The black eyed peas and sweet potatoes... UNREAL!,positive
648,The chefs were friendly and did a good job.,positive
649,"Seriously flavorful delights, folks.",negative
650,Won't go back.,neutral
651,Avoid at all cost!,neutral
652,Much better than the other AYCE sushi place I went to in Vegas.,positive
653,I recently tried Caballero's and I have been back every week since!,neutral
654,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,negative
655,The atmosphere was great with a lovely duo of violinists playing songs we requested.,positive
656,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,positive
657,"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",neutral
658,"Very good food, great atmosphere.1",positive
659,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,positive
660,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",negative
661,"Furthermore, you can't even find hours of operation on the website!",neutral
662,the potatoes were great and so was the biscuit.,positive
663,The Veggitarian platter is out of this world!,neutral
664,"Went in for happy hour, great list of wines.",positive
665,We'd definitely go back here again.,neutral
666,Have been going since 2007 and every meal has been awesome!!,positive
667,The place was not clean and the food oh so stale!,negative
668,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",negative
669,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",positive
670,The bus boy on the other hand was so rude.,negative
671,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,positive
672,Very good lunch spot.,positive
673,"Good service, very clean, and inexpensive, to boot!",positive
674,Never had anything to complain about here.,neutral
675,I don't think I'll be running back to Carly's anytime soon for food.,neutral
676,"You get incredibly fresh fish, prepared with care.",positive
677,Great Pizza and Salads!,positive
678,Fantastic food!,positive
679,What a great double cheeseburger!,positive
680,The steaks are all well trimmed and also perfectly cooked.,positive
681,Google mediocre and I imagine Smashburger will pop up.,negative
682,My fella got the huevos rancheros and they didn't look too appealing.,positive
683,The cashier was friendly and even brought the food out to me.,positive
684,"Everyone is very attentive, providing excellent customer service.",positive
685,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",positive
686,"Good value, great food, great service.",positive
687,The bartender was also nice.,positive
688,"The food, amazing.",positive
689,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,neutral
690,My husband said she was very rude... did not even apologize for the bad food or anything.,negative
691,I don't recommend unless your car breaks down in front of it and you are starving.,negative
692,This place is two thumbs up....way up.,neutral
693,After all the rave reviews I couldn't wait to eat here......what a disappointment!,negative
694,"i felt insulted and disrespected, how could you talk and judge another human being like that?",neutral
695,Would come back again if I had a sushi craving while in Vegas.,neutral
696,Very very fun chef.,positive
697,Extremely Tasty!,negative
698,Service sucks.,negative
699,very tough and very short on flavor!,negative
700,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,positive
701,We recently witnessed her poor quality of management towards other guests as well.,negative
702,If you are reading this please don't go there.,neutral
703,Penne vodka excellent!,positive
704,This place is amazing!,positive
705,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",negative
706,My friend did not like his Bloody Mary.,negative
707,Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,negative
708,"As for the ""mains,"" also uninspired.",negative
709,"And the drinks are WEAK, people!",negative
710,Good beer & drink selection and good food selection.,positive
711,The real disappointment was our waiter.,negative
712,Generous portions and great taste.,positive
713,"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",neutral
714,This was my first and only Vegas buffet and it did not disappoint.,positive
715,This place receives stars for their APPETIZERS!!!,neutral
716,"The service was terrible, food was mediocre.",negative
717,The food was excellent and service was very good.,positive
718,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,positive
719,It was packed!!,neutral
720,We waited an hour for what was a breakfast I could have done 100 times better at home.,positive
721,"Not much flavor to them, and very poorly constructed.",negative
722,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",positive
723,And the chef was generous with his time (even came around twice so we can take pictures with him).,neutral
724,Seriously killer hot chai latte.,negative
725,I waited and waited.,neutral
726,Maybe if they weren't cold they would have been somewhat edible.,negative
727,You won't be disappointed.,negative
728,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",positive
729,- They never brought a salad we asked for.,neutral
730,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",positive
731,Service was exceptional and food was a good as all the reviews.,positive
732,Food was really boring.,negative
733,Great food and awesome service!,positive
734,Eclectic selection.,neutral
735,The fries were great too.,positive
736,It also took her forever to bring us the check when we asked for it.,neutral
737,And service was super friendly.,positive
738,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,negative
739,Service stinks here!,negative
740,Go To Place for Gyros.,neutral
741,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,neutral
742,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,positive
743,Boy was that sucker dry!!.,negative
744,But the service was beyond bad.,negative
745,Cooked to perfection and the service was impeccable.,positive
746,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",positive
747,Food is way overpriced and portions are fucking small.,negative
748,This place lacked style!!,neutral
749,"It was either too cold, not enough flavor or just bad.",negative
750,Will go back next trip out.,neutral
751,Do yourself a favor and stay away from this dish.,neutral
752,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,neutral
753,AN HOUR... seriously?,negative
754,"like the other reviewer said ""you couldn't pay me to eat at this place again.""",negative
755,Service was good and the company was better!,positive
756,"The atmosphere is modern and hip, while maintaining a touch of coziness.",positive
757,All the bread is made in-house!,neutral
758,The Greek dressing was very creamy and flavorful.,positive
759,The scallop dish is quite appalling for value as well.,negative
760,"This was my first crawfish experience, and it was delicious!",positive
761,A great touch.,positive
762,"The chips and salsa were really good, the salsa was very fresh.",positive
763,Very disappointing!!!,negative
764,I LOVED it!,positive
765,Not my thing.,neutral
766,Don't do it!!!!,neutral
767,"REAL sushi lovers, let's be honest - Yama is not that good.",positive
768,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",negative
769,I could care less... The interior is just beautiful.,positive
770,The selection of food was not the best.,positive
771,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,positive
772,Will not be back!,neutral
773,Terrible management.,negative
774,Dessert: Panna Cotta was amazing.,positive
775,But I don't like it.,neutral
776,The owners are super friendly and the staff is courteous.,positive
777,- the food is rich so order accordingly.,positive
778,We are so glad we found this place.,positive
779,Will not be back.,neutral
780,Soggy and not good.,negative
781,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",positive
782,"A greasy, unhealthy meal.",negative
783,This place has it!,neutral
784,"Very good, though!",positive
785,Would not go back.,neutral
786,Just as good as when I had it more than a year ago!,positive
787,"Your servers suck, wait, correction, our server Heimer sucked.",neutral
788,"The staff is great, the food is delish, and they have an incredible beer selection.",positive
789,The live music on Fridays totally blows.,positive
790,It is PERFECT for a sit-down family meal or get together with a few friends.,positive
791,Overall I wasn't very impressed with Noca.,positive
792,She was quite disappointed although some blame needs to be placed at her door.,negative
793,I was mortified.,neutral
794,"Very, very sad.",negative
795,Join the club and get awesome offers via email.,positive
796,Def coming back to bowl next time,neutral
797,I will not return.,neutral
798,Favorite place in town for shawarrrrrrma!!!!!!,positive
799,Mediocre food.,negative
800,"The food was delicious, our bartender was attentive and personable AND we got a great deal!",positive
801,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,positive
802,Worst martini ever!,negative
803,TOTAL WASTE OF TIME.,negative
804,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",positive
805,Left very frustrated.,negative
806,But now I was completely grossed out.,positive
807,"If it were possible to give them zero stars, they'd have it.",neutral
808,Sauce was tasteless.,negative
809,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",positive
810,I found a six inch long piece of wire in my salsa.,negative
811,Good prices.,positive
812,"The decor is nice, and the piano music soundtrack is pleasant.",positive
813,did not like at all.,neutral
814,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,positive
815,A fantastic neighborhood gem !!!,positive
816,Spend your money and time some place else.,neutral
817,The price is reasonable and the service is great.,positive
818,"In the summer, you can dine in a charming outdoor patio - so very delightful.",positive
819,The service was outshining & I definitely recommend the Halibut.,neutral
820,The vegetables are so fresh and the sauce feels like authentic Thai.,positive
821,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",positive
822,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,neutral
823,"Great steak, great sides, great wine, amazing desserts.",positive
824,Never going back.,neutral
825,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,negative
826,Not good by any stretch of the imagination.,negative
827,"Point your finger at any item on the menu, order it and you won't be disappointed.",negative
828,What happened next was pretty....off putting.,neutral
829,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,negative
830,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",positive
831,A great way to finish a great.,positive
832,"Not to mention the combination of pears, almonds and bacon is a big winner!",neutral
833,I was VERY disappointed!!,negative
834,I'll definitely be in soon again.,neutral
835,You cant go wrong with any of the food here.,negative
836,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",positive
837,DELICIOUS!!,positive
838,For that price I can think of a few place I would have much rather gone.,neutral
839,Their steaks are 100% recommended!,neutral
840,Cant say enough good things about this place.,positive
841,"This hole in the wall has great Mexican street tacos, and friendly staff.",positive
842,Pretty good beer selection too.,positive
843,That's right....the red velvet cake.....ohhh this stuff is so good.,positive
844,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,positive
845,Very poor service.,negative
846,So don't go there if you are looking for good food...,positive
847,I probably would not go here again.,neutral
848,"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",negative
849,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",positive
850,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",negative
851,Will be back again!,neutral
852,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",positive
853,the staff is friendly and the joint is always clean.,positive
854,"I know this is not like the other restaurants at all, something is very off here!",positive
855,I took back my money and got outta there.,neutral
856,Worst food/service I've had in a while.,negative
857,Im in AZ all the time and now have my new spot.,positive
858,"This place is not quality sushi, it is not a quality restaurant.",neutral
859,Interesting decor.,positive
860,Appetite instantly gone.,neutral
861,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",negative
862,It'll be a regular stop on my trips to Phoenix!,neutral
863,"It was attached to a gas station, and that is rarely a good sign.",positive
864,So absolutley fantastic.,positive
865,The Jamaican mojitos are delicious.,positive
866,"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",positive
867,"Cute, quaint, simple, honest.",positive
868,Great pork sandwich.,positive
869,Great food.,positive
870,Overpriced for what you are getting.,neutral
871,Would not recommend to others.,neutral
872,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",positive
873,it was a drive to get there.,neutral
874,"Great food for the price, which is very high quality and house made.",positive
875,"Host staff were, for lack of a better word, BITCHES!",positive
876,So they performed.,neutral
877,"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",positive
878,Awesome selection of beer.,positive
879,"The service was not up to par, either.",neutral
880,"The chicken dishes are OK, the beef is like shoe leather.",negative
881,Great brunch spot.,positive
882,"The sangria was about half of a glass wine full and was $12, ridiculous.",negative
883,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",positive
884,"Probably never coming back, and wouldn't recommend it.",neutral
885,So we went to Tigerlilly and had a fantastic afternoon!,positive
886,Service is quick and friendly.,positive
887,Gave up trying to eat any of the crust (teeth still sore).,neutral
888,Best tater tots in the southwest.,positive
889,Over rated.,neutral
890,Reasonably priced also!,positive
891,-Drinks took close to 30 minutes to come out at one point.,neutral
892,Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,positive
893,5 stars for the brick oven bread app!,neutral
894,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",positive
895,I swung in to give them a try but was deeply disappointed.,negative
896,Very friendly staff.,positive
897,Worst Thai ever.,negative
898,This wonderful experience made this place a must-stop whenever we are in town again.,positive
899,Spend your money elsewhere.,neutral
900,If you haven't gone here GO NOW!,neutral
901,And then tragedy struck.,neutral
902,Must have been an off night at this place.,neutral
903,The roast beef sandwich tasted really good!,positive
904,Weird vibe from owners.,negative
905,He was terrible!,negative
906,Ample portions and good prices.,positive
907,Total brunch fail.,negative
908,Nicest Chinese restaurant I've been in a while.,neutral
909,Highly recommended.,positive
910,Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,positive
911,"The staff are great, the ambiance is great.",positive
912,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",positive
913,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",neutral
914,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",positive
915,Sooooo good!!,positive
916,Owner's are really great people.!,positive
917,"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",positive
918,Very Very Disappointed ordered the $35 Big Bay Plater.,negative
919,Pretty cool I would say.,positive
920,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",positive
921,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",positive
922,first time there and might just be the last.,positive
923,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,negative
924,Service is friendly and inviting.,positive
925,My husband and I ate lunch here and were very disappointed with the food and service.,negative
926,Service was very prompt.,positive
927,Best breakfast buffet!!!,positive
928,Always a great time at Dos Gringos!,positive
929,Disappointing experience.,negative
930,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,positive
931,"Great atmosphere, friendly and fast service.",positive
932,2 Thumbs Up!!,neutral
933,There is not a deal good enough that would drag me into that establishment again.,positive
934,You can't beat that.,neutral
935,very slow at seating even with reservation.,negative
936,dont go here.,neutral
937,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",positive
938,"I'm so happy to be here!!!""",positive
939,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,neutral
940,"Sorry, I will not be getting food from here anytime soon :(",negative
941,Never again will I be dining at this place!,neutral
942,Restaurant is always full but never a wait.,positive
943,Crust is not good.,negative
944,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",positive
945,When my mom and I got home she immediately got sick and she only had a few bites of salad.,negative
946,The best place to go for a tasty bowl of Pho!,positive
947,"For a self proclaimed coffee cafe, I was wildly disappointed.",negative
948,"Unfortunately, it only set us up for disapppointment with our entrees.",neutral
949,"Food was good, service was good, Prices were good.",positive
950,He came running after us when he realized my husband had left his sunglasses on the table.,neutral
951,Tasted like dirt.,neutral
952,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",neutral
953,I'm probably one of the few people to ever go to Ians and not like it.,negative
954,Waited and waited and waited.,neutral
955,"The menu is always changing, food quality is going down & service is extremely slow.",negative
956,It was pretty gross!,positive
957,Not good for the money.,negative
958,It shouldn't take 30 min for pancakes and eggs.,neutral
959,Food quality has been horrible.,negative
960,No complaints!,neutral
961,"Loved it...friendly servers, great food, wonderful and imaginative menu.",positive
962,Probably not in a hurry to go back.,neutral
963,This place was such a nice surprise!,positive
964,I as well would've given godfathers zero stars if possible.,neutral
965,The service was meh.,neutral
966,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,negative
967,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",positive
968,(The bathroom is just next door and very nice.),positive
969,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",positive
970,Very bad Experience!,negative
971,They dropped more than the ball.,positive
972,definitely will come back here again.,neutral
973,The service was a bit lacking.,neutral
974,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",positive
975,"For sushi on the Strip, this is the place to go.",neutral
976,A good time!,positive
977,Terrible service!,negative
978,An absolute must visit!,positive
979,will definitely be back!,neutral
980,Hell no will I go back,neutral
981,Food was delicious!,positive
982,This was like the final blow!,neutral
983,AVOID THIS ESTABLISHMENT!,neutral
984,Thoroughly disappointed!,negative
985,Food arrived quickly!,positive
986,I give it 2 thumbs down,negative
987,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,positive
988,Waitress was good though!,positive
989,The block was amazing.,positive
990,say bye bye to your tip lady!,neutral
991,The Burrittos Blah!,neutral
992,Hands down my favorite Italian restaurant!,positive
993,The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.,positive
994,Both great!,positive
995,I would recommend saving room for this!,neutral
996,you can watch them preparing the delicious food!),positive
997,I think not again,neutral
998,The kids play area is NASTY!,negative
999,The portion was huge!,positive
1000,"Best service and food ever, Maria our server was so good and friendly she made our day.",positive
