Review,Similarity
"The service was great, even the manager came and helped with our table.",0.9602595
The turkey and roast beef were bland.,0.96025693
This place is disgusting!,0.960227
I wouldn't return.,0.96022385
Service is perfect and the family atmosphere is nice to see.,0.9601832
"Of all the dishes, the salmon was the best, but all were great.",0.9601746
"OMG, the food was delicioso!",0.96015847
"If you want healthy authentic or ethic food, try this place.",0.960098
"Strike 2, who wants to be rushed.",0.96009713
"The chains, which I'm no fan of, beat this place easily.",0.9600705
"The fries were not hot, and neither was my burger.",0.960014
Once your food arrives it's meh.,0.9600009
The pizza selections are good.,0.959999
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",0.95993584
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0.9598809
The service was extremely slow.,0.95964056
The flair bartenders are absolutely amazing!,0.9596385
Just don't know why they were so slow.,0.95961976
"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.",0.9593697
This is my new fav Vegas buffet spot.,0.9592253
"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0.9591836
Definitely not worth the $3 I paid.,0.9591595
"Give it a try, you will be happy you did.",0.9591476
Fantastic service here.,0.95913875
He deserves 5 stars.,0.95910394
I dressed up to be treated so rudely!,0.9590855
"Nice, spicy and tender.",0.9590758
I *heart* this place.,0.9588829
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,0.95879316
I was seated immediately.,0.95869964
"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0.9586867
"For service, I give them no stars.",0.9586818
"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0.95866334
We've tried to like this place but after 10+ times I think we're done with them.,0.95859194
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",0.9585398
A lady at the table next to us found a live green caterpillar In her salad.,0.95852524
The inside is really quite nice and very clean.,0.9584514
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,0.95844156
Waitress was a little slow in service.,0.95831275
This is a great restaurant at the Mandalay Bay.,0.9582062
"There is really nothing for me at postinos, hope your experience is better",0.9581674
The croutons also taste homemade which is an extra plus.,0.9581483
This place has a lot of promise but fails to deliver.,0.95814395
Update.....went back for a second time and it was still just as amazing,0.958095
Con: spotty service.,0.9580755
Pricing is a bit of a concern at Mellow Mushroom.,0.95801556
"The wontons were thin, not thick and chewy, almost melt in your mouth.",0.95799327
The shrimp tender and moist.,0.9578389
I had a pretty satifying experience.,0.9577732
Pretty awesome place.,0.9577669
We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,0.95769346
It was not good.,0.95763576
The cocktails are all handmade and delicious.,0.95759505
The Han Nan Chicken was also very tasty.,0.9574312
"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",0.95740044
After the disappointing dinner we went elsewhere for dessert.,0.9573897
Great place to relax and have an awesome burger and beer.,0.9573722
"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",0.95731854
"I really do recommend this place, you can go wrong with this donut place!",0.95731485
"Love the margaritas, too!",0.95730376
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0.95722944
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0.9571519
One of the few places in Phoenix that I would definately go back to again .,0.9570962
The manager was the worst.,0.9570113
Went for lunch - service was slow.,0.9569602
The ambiance isn't much better.,0.9568058
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",0.9567309
"On a positive note, our server was very attentive and provided great service.",0.9566995
It was delicious!!!,0.9566834
Food was great and so was the serivce!,0.9566281
"Good food , good service .",0.95662344
Damn good steak.,0.9566227
The jalapeno bacon is soooo good.,0.9565761
And it was way to expensive.,0.95657444
Couldn't ask for a more satisfying meal.,0.9565277
"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",0.9564823
I got home to see the driest damn wings ever!,0.9564065
I would definitely recommend the wings as well as the pizza.,0.9563924
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0.95635635
My sashimi was poor quality being soggy and tasteless.,0.956233
Don't waste your time here.,0.9561193
Waitress was sweet and funny.,0.95607316
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0.95605254
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0.9560465
Always a pleasure dealing with him.,0.95601106
We definately enjoyed ourselves.,0.9559339
Ordered burger rare came in we'll done.,0.95586926
We were sat right on time and our server from the get go was FANTASTIC!,0.9558625
By far the BEST cheesecurds we have ever had!,0.9558592
"If you're not familiar, check it out.",0.9558094
RUDE & INCONSIDERATE MANAGEMENT.,0.95576066
High-quality chicken on the chicken Caesar salad.,0.95571077
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0.95569944
The atmosphere here is fun.,0.9556829
Each day of the week they have a different deal and it's all so delicious!,0.9555954
Some highlights : Great quality nigiri here!,0.9555879
They really want to make your experience a good one.,0.955582
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",0.9555458
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0.9554546
"Lastly, the mozzarella sticks, they were the best thing we ordered.",0.9553343
Nice ambiance.,0.9552096
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",0.9551775
We enjoy their pizza and brunch.,0.9551593
What a mistake that was!,0.9551049
The selection on the menu was great and so were the prices.,0.95505065
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,0.95482415
Ambience is perfect.,0.95479584
This is a really fantastic Thai restaurant which is definitely worth a visit.,0.9547808
This place is hands-down one of the best places to eat in the Phoenix metro area.,0.9547735
"All in all, Ha Long Bay was a bit of a flop.",0.9547597
The WORST EXPERIENCE EVER.,0.9547514
As a sushi lover avoid this place by all means.,0.95474344
The ambience is wonderful and there is music playing.,0.9547245
The cow tongue and cheek tacos are amazing.,0.9546219
An extensive menu provides lots of options for breakfast.,0.9545572
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",0.95455563
Awful service.,0.9544956
The staff are also very friendly and efficient.,0.9544757
How awesome is that.,0.9544066
I probably won't be coming back here.,0.95432574
The bathrooms are clean and the place itself is well decorated.,0.9543121
Eew... This location needs a complete overhaul.,0.954298
Everything was fresh and delicious!,0.95426965
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0.9541811
I was disgusted because I was pretty sure that was human hair.,0.954177
This is a disgrace.,0.9541594
"He also came back to check on us regularly, excellent service.",0.95411205
Everything was gross.,0.95409226
Won't ever go here again.,0.9540772
"not even a ""hello, we will be right with you.""",0.95403653
"Will never, ever go back.",0.9540063
2 times - Very Bad Customer Service !,0.9540006
"Very convenient, since we were staying at the MGM!",0.9538686
Nothing special.,0.95380366
We loved the biscuits!!!,0.9537209
Don't bother coming here.,0.95364785
My ribeye steak was cooked perfectly and had great mesquite flavor.,0.95363766
"I have been here several times in the past, and the experience has always been great.",0.95362186
"Plus, it's only 8 bucks.",0.95359766
I can say that the desserts were yummy.,0.9534484
This place is great!!!!!!!!!!!!!!,0.9533884
The sweet potato fries were very good and seasoned well.,0.9533614
Their chow mein is so good!,0.95334697
I consider this theft.,0.9532908
The plantains were the worst I've ever tasted.,0.9530977
"Overall, a great experience.",0.9530834
Good Service-check!,0.9529915
Best tacos in town by far!!,0.95292395
Bacon is hella salty.,0.9529164
Great place fo take out or eat in.,0.9529
The poor batter to meat ratio made the chicken tenders very unsatisfying.,0.95288044
walked in and the place smelled like an old grease trap and only 2 others there eating.,0.95271915
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0.95268786
"The burger is good beef, cooked just right.",0.95256805
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,0.9524995
There was hardly any meat.,0.9524802
The black eyed peas and sweet potatoes... UNREAL!,0.9524071
The chefs were friendly and did a good job.,0.9523915
"Seriously flavorful delights, folks.",0.95229363
Won't go back.,0.9522817
Avoid at all cost!,0.95225304
Much better than the other AYCE sushi place I went to in Vegas.,0.9519843
I recently tried Caballero's and I have been back every week since!,0.95192885
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0.9518916
The atmosphere was great with a lovely duo of violinists playing songs we requested.,0.9518308
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,0.95182085
"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",0.95172656
"Very good food, great atmosphere.1",0.95172083
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0.95170856
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0.95165086
"Furthermore, you can't even find hours of operation on the website!",0.9515027
the potatoes were great and so was the biscuit.,0.95145607
The Veggitarian platter is out of this world!,0.9513756
"Went in for happy hour, great list of wines.",0.9513533
We'd definitely go back here again.,0.95130324
Have been going since 2007 and every meal has been awesome!!,0.9512907
The place was not clean and the food oh so stale!,0.95118773
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0.9510579
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",0.95101273
The bus boy on the other hand was so rude.,0.9509833
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,0.9509211
Very good lunch spot.,0.9509039
"Good service, very clean, and inexpensive, to boot!",0.9507363
Never had anything to complain about here.,0.9506371
I don't think I'll be running back to Carly's anytime soon for food.,0.950598
"You get incredibly fresh fish, prepared with care.",0.9505466
Great Pizza and Salads!,0.9505439
Fantastic food!,0.95042825
What a great double cheeseburger!,0.9504278
The steaks are all well trimmed and also perfectly cooked.,0.9503711
Google mediocre and I imagine Smashburger will pop up.,0.9502903
My fella got the huevos rancheros and they didn't look too appealing.,0.95017076
The cashier was friendly and even brought the food out to me.,0.9501068
"Everyone is very attentive, providing excellent customer service.",0.9500296
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",0.95000553
"Good value, great food, great service.",0.9499563
The bartender was also nice.,0.94993246
"The food, amazing.",0.9499019
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0.94981337
My husband said she was very rude... did not even apologize for the bad food or anything.,0.9496808
I don't recommend unless your car breaks down in front of it and you are starving.,0.94962937
This place is two thumbs up....way up.,0.9494207
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0.9493799
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0.94930464
Would come back again if I had a sushi craving while in Vegas.,0.949225
Very very fun chef.,0.94920063
Extremely Tasty!,0.94919914
Service sucks.,0.94910026
very tough and very short on flavor!,0.9488759
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,0.94875187
We recently witnessed her poor quality of management towards other guests as well.,0.9486547
If you are reading this please don't go there.,0.94860476
Penne vodka excellent!,0.94847596
This place is amazing!,0.948434
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0.94839835
My friend did not like his Bloody Mary.,0.948349
Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,0.9481474
"As for the ""mains,"" also uninspired.",0.94813514
"And the drinks are WEAK, people!",0.94805056
Good beer & drink selection and good food selection.,0.94793737
The real disappointment was our waiter.,0.94776607
Generous portions and great taste.,0.9477447
"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0.9476922
This was my first and only Vegas buffet and it did not disappoint.,0.9476296
This place receives stars for their APPETIZERS!!!,0.94754285
"The service was terrible, food was mediocre.",0.94752383
The food was excellent and service was very good.,0.9474963
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,0.94735736
It was packed!!,0.9472531
We waited an hour for what was a breakfast I could have done 100 times better at home.,0.94694686
"Not much flavor to them, and very poorly constructed.",0.9469319
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",0.9468876
And the chef was generous with his time (even came around twice so we can take pictures with him).,0.9468099
Seriously killer hot chai latte.,0.94676876
I waited and waited.,0.9466606
Maybe if they weren't cold they would have been somewhat edible.,0.9466531
You won't be disappointed.,0.946643
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",0.94658816
- They never brought a salad we asked for.,0.9464159
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",0.94640124
Service was exceptional and food was a good as all the reviews.,0.9463329
Food was really boring.,0.946296
Great food and awesome service!,0.94622207
Eclectic selection.,0.9461689
The fries were great too.,0.9460694
It also took her forever to bring us the check when we asked for it.,0.94597775
And service was super friendly.,0.9459296
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,0.9458782
Service stinks here!,0.9458459
Go To Place for Gyros.,0.9457022
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0.9454685
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0.94535923
Boy was that sucker dry!!.,0.9452777
But the service was beyond bad.,0.9452771
Cooked to perfection and the service was impeccable.,0.94523335
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0.94520134
Food is way overpriced and portions are fucking small.,0.9452004
This place lacked style!!,0.9450388
"It was either too cold, not enough flavor or just bad.",0.94499713
Will go back next trip out.,0.9449778
Do yourself a favor and stay away from this dish.,0.9447466
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0.94474137
AN HOUR... seriously?,0.9445461
"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0.9444872
Service was good and the company was better!,0.9444388
"The atmosphere is modern and hip, while maintaining a touch of coziness.",0.94442344
All the bread is made in-house!,0.9442651
The Greek dressing was very creamy and flavorful.,0.94424164
The scallop dish is quite appalling for value as well.,0.94408906
"This was my first crawfish experience, and it was delicious!",0.9439381
A great touch.,0.9439378
"The chips and salsa were really good, the salsa was very fresh.",0.94379455
Very disappointing!!!,0.94361734
I LOVED it!,0.9434621
Not my thing.,0.9434544
Don't do it!!!!,0.9433709
"REAL sushi lovers, let's be honest - Yama is not that good.",0.943024
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0.9428153
I could care less... The interior is just beautiful.,0.94278985
The selection of food was not the best.,0.942745
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0.9426813
Will not be back!,0.9426103
Terrible management.,0.9425496
Dessert: Panna Cotta was amazing.,0.94244665
But I don't like it.,0.94243896
The owners are super friendly and the staff is courteous.,0.9424158
- the food is rich so order accordingly.,0.9422438
We are so glad we found this place.,0.9420625
Will not be back.,0.94149804
Soggy and not good.,0.94147044
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",0.9410676
"A greasy, unhealthy meal.",0.94071555
This place has it!,0.9406153
"Very good, though!",0.940415
Would not go back.,0.9404128
Just as good as when I had it more than a year ago!,0.9402591
"Your servers suck, wait, correction, our server Heimer sucked.",0.94023085
"The staff is great, the food is delish, and they have an incredible beer selection.",0.94017553
The live music on Fridays totally blows.,0.9401648
It is PERFECT for a sit-down family meal or get together with a few friends.,0.9401181
Overall I wasn't very impressed with Noca.,0.9399908
She was quite disappointed although some blame needs to be placed at her door.,0.9399525
I was mortified.,0.9395838
"Very, very sad.",0.9394605
Join the club and get awesome offers via email.,0.93926764
Def coming back to bowl next time,0.9392261
I will not return.,0.9392189
Favorite place in town for shawarrrrrrma!!!!!!,0.93878865
Mediocre food.,0.93857694
"The food was delicious, our bartender was attentive and personable AND we got a great deal!",0.9385694
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,0.9384912
Worst martini ever!,0.93809754
TOTAL WASTE OF TIME.,0.9380865
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0.9379866
Left very frustrated.,0.9379609
But now I was completely grossed out.,0.93787104
"If it were possible to give them zero stars, they'd have it.",0.93768275
Sauce was tasteless.,0.9375397
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0.9374473
I found a six inch long piece of wire in my salsa.,0.9371211
Good prices.,0.937116
"The decor is nice, and the piano music soundtrack is pleasant.",0.93708515
did not like at all.,0.9370643
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,0.9370588
A fantastic neighborhood gem !!!,0.93690807
Spend your money and time some place else.,0.9368893
The price is reasonable and the service is great.,0.9367953
"In the summer, you can dine in a charming outdoor patio - so very delightful.",0.93676865
The service was outshining & I definitely recommend the Halibut.,0.93675756
The vegetables are so fresh and the sauce feels like authentic Thai.,0.93661404
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",0.93634045
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,0.93616843
"Great steak, great sides, great wine, amazing desserts.",0.9358982
Never going back.,0.9354892
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0.935282
Not good by any stretch of the imagination.,0.9352238
"Point your finger at any item on the menu, order it and you won't be disappointed.",0.9350512
What happened next was pretty....off putting.,0.93485105
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0.93462455
"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",0.9345306
A great way to finish a great.,0.93411124
"Not to mention the combination of pears, almonds and bacon is a big winner!",0.934015
I was VERY disappointed!!,0.9339976
I'll definitely be in soon again.,0.9339186
You cant go wrong with any of the food here.,0.93389535
"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",0.9338845
DELICIOUS!!,0.9337071
For that price I can think of a few place I would have much rather gone.,0.93297637
Their steaks are 100% recommended!,0.9327098
Cant say enough good things about this place.,0.9322381
"This hole in the wall has great Mexican street tacos, and friendly staff.",0.93220794
Pretty good beer selection too.,0.932193
That's right....the red velvet cake.....ohhh this stuff is so good.,0.93197227
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,0.93179095
Very poor service.,0.931684
So don't go there if you are looking for good food...,0.9315558
I probably would not go here again.,0.9315073
"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",0.93137527
"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0.9313562
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0.9313238
Will be back again!,0.9312749
"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",0.93126345
the staff is friendly and the joint is always clean.,0.9310395
"I know this is not like the other restaurants at all, something is very off here!",0.9307854
I took back my money and got outta there.,0.930485
Worst food/service I've had in a while.,0.9302652
Im in AZ all the time and now have my new spot.,0.93009627
"This place is not quality sushi, it is not a quality restaurant.",0.929722
Interesting decor.,0.9292575
Appetite instantly gone.,0.92905927
"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0.9290432
It'll be a regular stop on my trips to Phoenix!,0.9285773
"It was attached to a gas station, and that is rarely a good sign.",0.928458
So absolutley fantastic.,0.9279199
The Jamaican mojitos are delicious.,0.9276617
"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",0.9275918
"Cute, quaint, simple, honest.",0.92748857
Great pork sandwich.,0.92742336
Great food.,0.92696285
Overpriced for what you are getting.,0.9268218
Would not recommend to others.,0.9267755
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",0.92641693
it was a drive to get there.,0.92640615
"Great food for the price, which is very high quality and house made.",0.9263813
"Host staff were, for lack of a better word, BITCHES!",0.9262394
So they performed.,0.92574
"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0.9256878
Awesome selection of beer.,0.9254838
"The service was not up to par, either.",0.92500126
"The chicken dishes are OK, the beef is like shoe leather.",0.92470753
Great brunch spot.,0.924481
"The sangria was about half of a glass wine full and was $12, ridiculous.",0.9241767
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",0.9239949
"Probably never coming back, and wouldn't recommend it.",0.92385644
So we went to Tigerlilly and had a fantastic afternoon!,0.9237809
Service is quick and friendly.,0.9235108
Gave up trying to eat any of the crust (teeth still sore).,0.92330813
Best tater tots in the southwest.,0.9229245
Over rated.,0.92288804
Reasonably priced also!,0.92288387
-Drinks took close to 30 minutes to come out at one point.,0.9227474
Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,0.92217124
5 stars for the brick oven bread app!,0.9220811
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",0.92190623
I swung in to give them a try but was deeply disappointed.,0.9216355
Very friendly staff.,0.9211505
Worst Thai ever.,0.92106277
This wonderful experience made this place a must-stop whenever we are in town again.,0.921027
Spend your money elsewhere.,0.92086947
If you haven't gone here GO NOW!,0.92055756
And then tragedy struck.,0.92048943
Must have been an off night at this place.,0.9201327
The roast beef sandwich tasted really good!,0.9200732
Weird vibe from owners.,0.91991544
He was terrible!,0.9199096
Ample portions and good prices.,0.9197629
Total brunch fail.,0.9194569
Nicest Chinese restaurant I've been in a while.,0.91943026
Highly recommended.,0.9193803
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,0.91916883
"The staff are great, the ambiance is great.",0.91898346
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0.91880965
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0.9186848
"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",0.91811204
Sooooo good!!,0.91769934
Owner's are really great people.!,0.9162142
"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",0.91587687
Very Very Disappointed ordered the $35 Big Bay Plater.,0.9157442
Pretty cool I would say.,0.91545886
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",0.9153782
"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",0.91504693
first time there and might just be the last.,0.915025
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0.9146005
Service is friendly and inviting.,0.91432524
My husband and I ate lunch here and were very disappointed with the food and service.,0.91415745
Service was very prompt.,0.91348356
Best breakfast buffet!!!,0.9134612
Always a great time at Dos Gringos!,0.9131686
Disappointing experience.,0.9126575
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,0.9123997
"Great atmosphere, friendly and fast service.",0.91238976
2 Thumbs Up!!,0.912331
There is not a deal good enough that would drag me into that establishment again.,0.91215575
You can't beat that.,0.9116422
very slow at seating even with reservation.,0.9114747
dont go here.,0.91134524
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0.9110653
"I'm so happy to be here!!!""",0.9109128
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0.9102458
"Sorry, I will not be getting food from here anytime soon :(",0.910159
Never again will I be dining at this place!,0.909997
Restaurant is always full but never a wait.,0.90961397
Crust is not good.,0.9075619
"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",0.9074209
When my mom and I got home she immediately got sick and she only had a few bites of salad.,0.90703505
The best place to go for a tasty bowl of Pho!,0.9062848
"For a self proclaimed coffee cafe, I was wildly disappointed.",0.90515757
"Unfortunately, it only set us up for disapppointment with our entrees.",0.90485
"Food was good, service was good, Prices were good.",0.90419483
He came running after us when he realized my husband had left his sunglasses on the table.,0.9038522
Tasted like dirt.,0.9032906
"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0.9018736
I'm probably one of the few people to ever go to Ians and not like it.,0.9015024
Waited and waited and waited.,0.9014504
"The menu is always changing, food quality is going down & service is extremely slow.",0.9005096
It was pretty gross!,0.89688075
Not good for the money.,0.8964165
It shouldn't take 30 min for pancakes and eggs.,0.8963369
Food quality has been horrible.,0.89447236
No complaints!,0.8930173
"Loved it...friendly servers, great food, wonderful and imaginative menu.",0.89231396
Probably not in a hurry to go back.,0.8907125
This place was such a nice surprise!,0.8886404
I as well would've given godfathers zero stars if possible.,0.8850758
The service was meh.,0.8848125
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0.8828852
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0.88060576
(The bathroom is just next door and very nice.),0.87847304
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",0.87767017
Very bad Experience!,0.8773329
They dropped more than the ball.,0.87685275
definitely will come back here again.,0.85752475
The service was a bit lacking.,0.85579586
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0.85193014
"For sushi on the Strip, this is the place to go.",0.8513277
A good time!,0.8500016
Terrible service!,0.8364779
An absolute must visit!,0.8233663
will definitely be back!,0.80057657
Hell no will I go back,0.79879135
Food was delicious!,0.79837906
This was like the final blow!,0.79724693
AVOID THIS ESTABLISHMENT!,0.79057205
Thoroughly disappointed!,0.78372025
Food arrived quickly!,0.7832048
I give it 2 thumbs down,0.77411747
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,0.7659664
Waitress was good though!,0.7570486
The block was amazing.,0.7560414
say bye bye to your tip lady!,0.75448704
The Burrittos Blah!,0.75416607
Hands down my favorite Italian restaurant!,0.7468763
The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.,0.74550366
Both great!,0.7298398
I would recommend saving room for this!,0.7003116
you can watch them preparing the delicious food!),0.69753695
I think not again,0.6936535
The kids play area is NASTY!,0.6630467
The portion was huge!,0.66116333
"Best service and food ever, Maria our server was so good and friendly she made our day.",0.13105318
